text,rating,category
Five stars was given as the device has performed admirably despite the fact that I purchased it refurbished.  It appears to be a return item as the case seems new...no scratches etc.<br />If you are interested in in internet tv the Roku box is the best place to start.,5.0,Electronics
"This was a lifesaver! I have a new puppy who is having trouble sleeping in her crate. She is used to the warmth of a litter and a southern state. Now she’s alone in a crate in chilly NY. The blankets I gave her weren’t enough and she had been crying for hours night after night. So I thought I would try this and it really has helped. I fill it with boiling water at bedtime and is still warm when I get up 3 or 4 hours later to check on her. It’s so easy, you don’t have to remove it from the cover. Just unvelcro the back, pull up the opener and unscrew. Fill with water, screw up back on and then push down on the opener. My puppy can’t get into it to get burned with hot water.<br />This would be great for a cramps or a sore back but my puppy gets first dibs.",5.0,Health_Household
"It works great. the immersion head purees like a Vita-mixer, and the whisk works great. The only issue which is just me is the slow setting for the whisk is still fast so you need a deep bowl or container to whip anything without it flying out like a three stooges movie short. Other than that; it's worth the money, and would purchase again.",4.0,Home_Kitchen
"Great, easy, and actually stays fog-free somehow. Exactly what my husband was looking for.",5.0,Beauty_Personal_Care
"It’s beautiful and soft. I bought it to use for my dog, to train him to go to his “Spot.” I haven’t used it yet as I don’t get my pup until 12/20/20. So it’s just sitting in his crate waiting for him.",5.0,Home_Kitchen
THE NEW MINI  IS WORTH GETTING LIKE THE FIRST ONE AND PRICE STILL GOOD AS THE FIRST TIME AROUND.,5.0,Electronics
"This is a rather generic but effective sunscreen lotion. It has a SPF of 50 which is good - I didn't get sunburned while using it. The lotion is relatively thick but gets absorbed easily. The only thing I didn't like is how easily it stained my clothing. Except for this, it's a decent sunscreen lotion.",4.0,Beauty_Personal_Care
"Bought this as a gift for my daughter. She loves that it's purple, but loves that it recharges in the cup! She says it does a great job.",5.0,Health_Household
"Got this about a month ago and LOVE it. It can be incredibly loud ---hold your ears or get plugs if that is an issue --- but with the knob you can control the sound if you don't need full power. I  do that with shakes and thinner smoothies and dips. I like that it is dishwasher safe but the auto clean is so good that I haven't used it in there. I sent back my Blendtec...am so glad I did! This is sturdy and fits under the cabinets. I wish this was made is the US, but with the limited options in affordable high performance blenders, I took this plunge.",5.0,Home_Kitchen
I love these things because they are big and have so many uses! Very gentle on the skin.,5.0,Health_Household
I use this as a second screen with my Macbook Pro 15 and it works perfectly (and makes working from home a lot easier). I recommend it!,5.0,Electronics
Looks just like the picture. Very nice case. Arrived quickly. Would definitely purchase from this seller again.,5.0,Cell_Phones
"A very practical item.  I had been an iPhone 3GS refurbished user for about 2 years before going to my local AT&T store and upgrading myself to the new 5's.  Upon opening the package to see the case, my immediate thought was ""Whoa, this case looks like urban commando meets Stormtrooper.""  It is sleek and edgy and it pairs nicely with my iPhone 5, which is white.  I have accidentally dropped my phone (who hasn't) and the case did it's job to protect my phone....no structural damage, no screen cracks.<br /><br />If you are like a lady with a lot of purses and looking for the perfect accessorizing case for your iPhone 5, then you can't go wrong with adding this one to your collection.  If you are not like that, it's a great case to keep on your phone all the time, makes it easy to spot if you've set it down amid clutter, etc., and does its job.",5.0,Electronics
"We used these balloons for my grandson’s 13th birthday party.  Just be careful with the confetti balloons when popping, because the gold confetti will be all over the place, pop inside the garbage.",5.0,Home_Kitchen
Works great. Could stand to be just a smidge larger. You have to balance it right in the middle... But it does the trick and I would buy again.,4.0,Cell_Phones
You get what you pay for. These are uncomfortable to wear for more than a short while. The sound quality is poor as well. I don’t recommend them.,3.0,Electronics
The molds work fine. The spatula broke apart on first use and left bits of plastic in my food.,3.0,Home_Kitchen
"If you just want a weight scale  without complicated extras like fat ratio, calorie counting or whatever they add on to make people believe they are getting a better buy this is a great scale<br /><br />The #1 best quality about it is that it is ACCURATE! 2nd, it needs no adjustment. Third, the digital read out is big and lighted for easy reading. Forth, it displays weight in .2 lb increments, such as 138.8, letting you know how close you are to the next pound up or down. (If you want weight in kgs or stone, a button on the underside will make the switch.)",5.0,Health_Household
Nice smell. Masculine but with sweet undertone. Fades quickly and leaves sweet soft slightly masculine smell. Smells great just wish it lasted longer. I’m a gal who will wear men’s cologne if I like the smell. It’s kinda unisex I guess,3.0,Beauty_Personal_Care
I didnt expect much but it just arrived today and without using or washing the threads are everywhere. Disappointed because i was going to order multiple colors for the house,2.0,Home_Kitchen
"The battery registers as a Sanyo... when I put it in my 4520s and tested it. it gives me supposedly 3 hrs of batt time but it doesn't register its full potential charge of what its rated at. it was maybe 3400mah.. hp software saying it max was 4400mah and batt needs to be calibrated...... when it is said In the description the batt is 5200 mah....<br /><br /> in reality, it only has a capacity of 61%... each time I try calibrating it the number diminishes. my wife used her laptop for 45 mins and the batt registered as dead.. ill try the 2nd batt but if this one does the same thing. it will be sent back and ill look for a name brand even if I have to buy an old hp batt and rebuild it myself.<br /><br />Still JUNK. 2nd batt.. calibrated 3 times per hp's instructions. i followed their instructions and i get 71% capacity.. NOt even close to the run time specified. i might get an hour. it's not a 5200 MAH battery. it's 3400 MAH<br /><br />Lies and junk!<br /><br />Duracell makes a replacement battery for my laptop.  52 bucks.",1.0,Electronics
"they work, but the outer shield seems very flimsy. But for as cheap as they were not going to be worried when they break.",3.0,Cell_Phones
"A few years ago I lost a lot of my hair in patches, so this product is perfect for me. I have had two different brushes. The wider one works great for broad coverage but the one that is included now is good for specific spots. Many people do not like the new brush because it sheds which cost this a star. The solution is to use a different brush. Brushes for eye shadow or a small kabuki brush work well. Be sure to put plenty of product on the brush and wipe it into the hair for covering gray or dab the scalp to fill in patches where hair has been lost. I cannot live without this now.",4.0,Beauty_Personal_Care
"There are so many lasers nowadays on the market. I think this is a nice decent IPL laser. This one has 5 energy levels and 2 flashing modes with 999,999 available flashes (that's a lot). In order to see how good this works I have to use it for at least few weeks. It looks well made, maybe not too powerful, but decent.<br />I will update my review if something goes wrong with this device.",4.0,Beauty_Personal_Care
"This is probably one of the best looking cards on the market at the moment, but that's not saying a whole lot. If EVGA wants my advice on making a good looking video card, I would say look at XFX's r9 280, do that, and add RGB.<br /><br />Looks aside, this is the best performing card I have ever used and is excellent in VR games.",5.0,Electronics
"Excellent little boom box with big sound. We connect to it with various Apple products. Battery playback lasts forever: 20+ hours. The bass was much louder than I expected. It definitely has a bit of weight to it, which is why the sound is so good. Easily connects via BT. Not sure exactly how water resistant it is but all the ports on the back seal up. It has an auxiliary input. The lights I could care less for the the kids go crazy for them. Overall very pleased with this speaker.",5.0,Electronics
"I have been cursed with excema, psoriasis and occasional bouts of contact dermatitis.  An easy trigger for me to eliminate is fragrance and luckily, this body wash is perfection.<br /><br />No itching, no sleeplessness because I am scratching like a crazy person waiting for a dose of benadryl to kick in.  Nothing but blissful, normal showering and cleaning, like a person who doesn't have skin like a too ripe plum on a hot day.<br /><br />My husband uses it too and he has super oily skin, he had to wash his face twice, but even with that minor inconvenience, I'd buy this again and again.<br /><br />I honestly cannot come up with one negative about this soap.<br /><br />Buy it if you have skin problems or fragrance triggers migraines (I have that too).  It really is worth the money.",5.0,Beauty_Personal_Care
"These are a great size, durable and good looking.  They are shipped rolled up, however, and there’s a curved edge on each one as a result.  Nothing will make it flat!  I’ve tried hot water, weighting them flat down and time.  Nothing works.  I’ll probably keep them but I wouldn’t buy them again.",3.0,Home_Kitchen
"I've tried a bunch of natural deodorants lately and I think this one may have one of the best scents I've tried so far. It's very fresh, a little herbal , but refreshing, and could pass for unisex IMO.<br /><br />It has a thinner more watery feel to it which glides on nicely  but I think the texture is one of the reasons it doesn't last as long on me. It seems a little thin. It does last MOST of the day though, and if you're someone that doesn't sweat much or have very strong BO, it should be fine. (I sweat a lot).<br /><br />I've also experienced 0 irritation from this deodorant. I've gotten chemical burns in my armpits in the past from the baking soda in other brands so it's sad to say 0 irritation is something I need to state. -_-<br /><br />Love the packaging, looks very cool and fun, but I do think it's weird they sell this product on Amazon, advertise it's refillable but only sell the refills on their website and NOT on Amazon? Just kinda odd.",4.0,Beauty_Personal_Care
"The HDMI cable did not work and instead I used the RCA cables. The remote is very sensitive, by just moving it will turn the DVD player from off to on. The remainder of the features of the player are nice but many are not necessary for just playing a DVD.",4.0,Electronics
Love the tembler . It hold smoothie cold for a long time if you freeze the tembler  overnight prior pooring smoothie . But lid doesn’t close as should. I purchased lid separately for variety of their tumblers and all of them close tightly. This was false and allowed to flip open. The company isn’t helpful at all. On request to replace bad lid they bounce me to Amazon.,3.0,Home_Kitchen
"Needed a set of headphones that didn’t break the bank, but yet still comfy to wear. These were the winner. The ear padding is nice and soft, and the fabric is soft as well. I’m surprised that these don’t make my ears sweaty. It’s breathable and lightweight material. The band on top is comfy, and not cumbersome at all. All for less the $10. That’s a winner!",5.0,Electronics
"These are very pricey, but they can get away with that because it is a ""green cleaner"".  I only purchased these because I was running low on Cascade packets.",5.0,Health_Household
"We’ve used them on the fridge, wrapped cords, a key holder (loop it through), even holds a few papers together… I’m sure others have discovered more uses.",5.0,Electronics
They’re good ...not as good as our Boze.  But they’re a 10th the price.,5.0,Electronics
I really like this concept but hard to set up<br />Wasn't very strong cord<br />I sent back and no problem with returns,5.0,Cell_Phones
"does the job, but need 2 hands to get the phone out of the case.",3.0,Cell_Phones
"I have setup this device to be a media server in my home, and it has done a fine job.<br />It has Intel Iris Plus Graphics 650, so it is fine for streaming and lower intensity games, but I would not try playing newer games at higher settings for sure. Not really what this device is intended for.<br />It is nice and compact with plenty of usable port options. It has routing capability with 6 Gigabit ethernet ports. It has HDMI, but also a 9 pin COM port as well. No newer USB-C ports, but thats ok.<br />~~ I hope this REAL review was helpful! ~~",4.0,Electronics
"i love the case and all that , color is just 💕😍 but the only thing is i wish they made it yellow mic black so it doesn’t get dirty! i had to return it back for that reason!",4.0,Cell_Phones
"This is a good cover. It's durable, light weight, I like that it has a stylus pen holder, and I love the color and design. It is just slightly crooked, but not enough to affect the functionality. I still recommend",4.0,Electronics
"I should have looked more carefully at the one-star reviews, they are very accurate. This mask leaks light badly around the nose. I made the mask as tight as possible, even tighter than comfortable, and still could not eliminate the leak. And it's not just a small area, it's the entire nose is outlined in bright light.<br /><br />Also, and I will admit I am very sensitive to smells, but the light plastic-y chemical odor of this is unpleasant.",1.0,Health_Household
"I would have preferred a bit more padding/protection.  However, this case should be fine for most folks.",4.0,Electronics
"so well designed.  My parents have a RoKu, and I've used it a little.  And, this streaming box is way better.  I use Amazon for my MAIN media source, so that may be a big part of my decision.  They DO, have a netflix app, on this box.  And it IS, different and better, than the netflix app on my parents box.  But back to the AMAZON PRIME part.  Their app, for amazon, is laid out SO nice and organized.  It makes, the whole media library, a pleasure, and easy to get to.  And the VOICE search, is spot on, accuracy.  Not like those voice assistants on the telephone.  That understand you, sometimes.  This has NEVER missed.  Even with a mouth full of food.  NEVER MISSES.",5.0,Electronics
"I have fragile hair so I avoid a blowdryer whenever possible.<br />What a terrific idea to have a clip so I can air dry and still have some flexibility with styling!<br />They don't pull or tangle, they release with ease.<br />If you like to play and experiment with your hair, these are a LOT of fun!",4.0,Beauty_Personal_Care
"It is cotton and well made. The filling is not very thick. It doesn't change the feeling of your mattress, that in my case that is what I was looking for.",4.0,Home_Kitchen
"The fabric feels nice against my skin. The eye pillow is shaped correctly and thick enough to block out light. The eye pillow has French lavender in it so there's a noticeable lavender smell. The strap that goes behind your head is adjustable (with a velcro closure) plus it's slightly elastic. There are little pouches that hit along the cheeks which lift the pillow so there's air space over your eyes (as in, the fabric isn't directly against your eyes). So it's comfortable. The pillow is about 9.5&quot; across (and 4&quot; tall) with the ties adding up to 16&quot; length, so should fit around any head circumference under 25.5.&quot;",4.0,Beauty_Personal_Care
"I saved some extra dirty clothes so I could test this AmazonBasics laundry detergent.  A pair of jeans worn while weeding, a polyester Polo shirt and cotton cargo pants worn while lugging greasy, oily, filthy auto parts around.  To really put it to the test I threw in an old pair of Privo sandals used strictly for yardwork which had disgustingly ground in dirty insoles despite many washings over the years.<br /><br />I used a warm water with 1 rinse setting and high spin on my LG front loader.  Everything came out spotlessly clean with no pre-treating or rubbing.  The sandals looked like new - perfectly white, clean insoles.  Wow!<br /><br />I was surprised at how watery this detergent is.  For a top loader it suggests using 1/2 to 3/4 ounce, which is less than suggested by some name brand HE detergents.<br /><br />Though not unscented, there is almost no fragrance once out of the dryer.  For some that's fine, for others well....use a scented dryer sheet or a scent booster in the wash cycle.<br /><br />I see no reason to use a more expensive name brand detergent when this AmazonBasics detergent does a great job for less money.",5.0,Health_Household
"This is a very well made, easy to use holder that fits my galaxy S7 to a T. Better quality than any other mount I have examined. Definitely recommended. If only Google Maps worked as well as this phone holder!",5.0,Cell_Phones
"Worked fine for a while, now won't connect to Netflix. It plays disks, Youtubes, Amazon Prime, but won't connect to Netflix despite all the check marks being green on the network checks. Internet speed it gets is 10+mbs, which should be fast enough. Just won't connect to Netflix. Wife is not happy.",1.0,Electronics
This is a really solid purchase.  The case goes on perfectly and the cut-outs are spot-on. It does not add much bulk at all. Would recommend. I just wish this case came in some patterns and colors- it's on the plain side for my taste. Good protection.,5.0,Electronics
"A fun do-it- yourselfer for kids to make and use for themselves or give as gifts. You get two molds, gift wrap and tags for 6 gifts, 6 charms, a mister, shimmer that you pour into your mixture, fragrance oils to put into your mixture, 2 packs of baking soda, a pack of purple fizzy formula, a pack of pink fizzy formula, a measuring cup, a stirrer and instructions. This is a great set that also teaches kids to follow instructions and to be benevolent. This would be a fun party activity. The girl loves to do make bath fizzies and this will delight her and her friends. And to find the charm is a special surprise. The butterfly molds are very cute and can be used to make other butterflies out of different materials, like molding clay or plaster of paris and painting them afterwards.",4.0,Beauty_Personal_Care
"Now using with an updated Apple iPhone (12 Mini). They seem to work much better and are more stable than with the 6s. Things to note:  Alexa is unable to respond to requests to turn on devices in the house, etc., while on a phone call; sound for music is fine; they are more comfortable in the ear than the Apple Airpods.  I like that you can mute calls with a long press on one (or both) of the ear buds.  I also like that the case stands on its own. I still prefer the Apple Airpods for using with an iPhone just because of the seamless Apple integration, especially with Apple Watch.  All in all, echo buds 2 are not a bad alternative to the Apple Airpods if using with an iPhone.",3.0,Electronics
"Purchased this fan for quite the deal and honeywell really has a great product here. Used it as a desk fan for a while, and my office finds a use for it everyday.",5.0,Home_Kitchen
"Daughter had picked out as a gift for Christmas. We put them up this weekend and she loves them in design, blackout, and nice look!",5.0,Home_Kitchen
"This is exactly what I wanted.  Well built, cheap, attractive, and should be easy to take apart and reassemble.",5.0,Home_Kitchen
I'm using a wooden table as a kitchen table and I need to protect it under a tablecloth so spills don't seep through. It does the job.,5.0,Home_Kitchen
"Easy to make, difficult to get a perfect sphere but you get pretty close, I find if you boil the water before you fill the trays you get clearer ice.  Great for a small party or get together, especially if your making adult drinks.  Very impractical for home everyday use of course.",5.0,Home_Kitchen
It's doesn't fit the small curved edge of the s7.,1.0,Cell_Phones
These are not Ipod cables.  The charging station I bought had 2 Android and 2 Ipod cables - don't use any Apple products so had to purchase additional cables - this are great and would buy again if needed.  Fast charging!,5.0,Electronics
"Good coffee pot. Coffee tastes good. Only downside I see is that there are holes in the rear of the water tank to keep you from over filling it, so if you accidentally do so like I did, it pours out on your counter. That is the only reason for me taking one star off. Would recommend it but warn about overfilling it.",4.0,Home_Kitchen
"This my first robot vacuum. I was tired of vacuuming daily to keep up with cleaning...only to put away canister vacuum cleaner, sit down exhausted (I'm 74), only to see where I missed a few spots.<br /><br />So now I have a new pet...Coredy. It eats a lot, but it doesn't require me personally to feed it, but up to me when he takes a dump and where. Coredy R300 is cheaper then a housekeeper and definitely earns its keep.<br /><br />I was overwhelmed with all the models/brands/prices available. Researched for hours, for information and this Coredy R300 filled my needs. I didn't need or want to pay for bells and whistles, I just wanted a vacuum that does the job.  Awesome at that. I'm very pleased with this product/price and fast delivery.<br /><br />Easy set-up...up and running in 5 minutes after opening box. Mesmerizing watching it do its thing. Fun watching 2 little green lights running around the house after dark/bedtime. I raved about this vacuum so much, that my sister ordered same model immediately and she loves hers too.<br /><br />Pro:<br />1-Simple and easy set-up<br />2-Reasonable price<br />3-Floors are now free of dust/sand/hair, dust bunnies and crumbs/debris<br />4-Wanders under all my furniture easily - never gets stuck/trapped<br />5-Automatically goes to home charging base when done cleaning<br />6-Option if you want to set schedule to run daily automatically<br />7-Travels over thresholds, scattered carpets with ease<br />8-Barefoot clean<br />9-Noise is not an issue at all...way less then dishwasher, regular vacuum<br /><br />Con<br />None",5.0,Home_Kitchen
"This case was bought to protect a company cell phone.  Needed something rugged and reliable and Otterbox always fits that bill.  4 out of 5 stars for the extra weight it adds to the phone and it takes a bit of getting used to to undo the ""clip"" feature.  Otherwise, if you are looking for phone protection, this is for you!!  Perfect fit.",4.0,Cell_Phones
I ordered the selfie stick. It is so easy to use and incredibly LIGHTWEIGHT. When I picked up my package I couldn't believe how easy it was to hold. It stretches long and can also be put very short so it fits into a pocket. It's amazing. You do not need Bluetooth it works once you plug the wire in,5.0,Cell_Phones
"This case IS NOT a hard shell  case.  It's more like canvas that's been sprayed with a lacquer finish.<br />If dropped,  it certainly would NOT protect the contents inside.  As other reviewers has stated;<br />it is very much over priced.  The one that I received was mashed flat in an envelope and looked<br />used,  then sent to me.  Kind of angry to be sent and overpriced product that,  appears to have<br />dug out of a dumpster and sent to me.  I WILL SENT IT BACK.  No,  "" I most certainly don't<br />recommend anybody buying this case "".  Due to the price,  quality and shipping,  5 zero product.<br />The only reason that I bought this junk,  is because of the five star reviews.  Theses reviewers must<br />have received a different case than I did...",1.0,Health_Household
